category,keyword,competition,intents,trend
related_keywords,long kitchen curtains,100,,"October 2024 : 320, November 2024 : 480, December 2024 : 390, January 2025 : 390, February 2025 : 320, March 2025 : 390, April 2025 : 260, May 2025 : 320, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 390"
related_keywords,gray valance curtains,100,,"October 2024 : 390, November 2024 : 480, December 2024 : 320, January 2025 : 480, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,faux wood valance,100,,"October 2024 : 320, November 2024 : 480, December 2024 : 320, January 2025 : 320, February 2025 : 320, March 2025 : 390, April 2025 : 320, May 2025 : 320, June 2025 : 260, July 2025 : 260, August 2025 : 320, September 2025 : 320"
related_keywords,blackout valance,100,,"October 2024 : 320, November 2024 : 390, December 2024 : 260, January 2025 : 320, February 2025 : 260, March 2025 : 390, April 2025 : 260, May 2025 : 320, June 2025 : 390, July 2025 : 390, August 2025 : 390, September 2025 : 260"
related_keywords,office window curtains,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 260, January 2025 : 390, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 320, September 2025 : 320"
related_keywords,reflective window shades,100,,"October 2024 : 170, November 2024 : 140, December 2024 : 110, January 2025 : 170, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 590, July 2025 : 480, August 2025 : 390, September 2025 : 260"
related_keywords,installing blinds inside mount,62,,"October 2024 : 390, November 2024 : 390, December 2024 : 260, January 2025 : 260, February 2025 : 260, March 2025 : 390, April 2025 : 260, May 2025 : 260, June 2025 : 390, July 2025 : 320, August 2025 : 320, September 2025 : 390"
related_keywords,amazon valances for living room,100,,"October 2024 : 480, November 2024 : 480, December 2024 : 260, January 2025 : 390, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 320, June 2025 : 260, July 2025 : 390, August 2025 : 260, September 2025 : 170"
related_keywords,farmhouse kitchen valance,100,,"October 2024 : 390, November 2024 : 390, December 2024 : 320, January 2025 : 480, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 390, August 2025 : 390, September 2025 : 320"
related_keywords,home depot valances,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 260, January 2025 : 480, February 2025 : 320, March 2025 : 390, April 2025 : 320, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 390, September 2025 : 320"
related_keywords,sliding window curtains,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 320, January 2025 : 390, February 2025 : 320, March 2025 : 320, April 2025 : 320, May 2025 : 390, June 2025 : 320, July 2025 : 320, August 2025 : 320, September 2025 : 320"
related_keywords,lowes valances,100,,"October 2024 : 390, November 2024 : 320, December 2024 : 210, January 2025 : 390, February 2025 : 260, March 2025 : 390, April 2025 : 260, May 2025 : 320, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,cordless blinds won t go down,3,,"October 2024 : 390, November 2024 : 260, December 2024 : 320, January 2025 : 320, February 2025 : 320, March 2025 : 390, April 2025 : 390, May 2025 : 390, June 2025 : 390, July 2025 : 390, August 2025 : 480, September 2025 : 320"
related_keywords,shades transparent,50,,"October 2024 : 320, November 2024 : 320, December 2024 : 320, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 390, June 2025 : 260, July 2025 : 210, August 2025 : 260, September 2025 : 260"
related_keywords,blinds to go sale,100,,"October 2024 : 590, November 2024 : 320, December 2024 : 260, January 2025 : 390, February 2025 : 260, March 2025 : 210, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 140, August 2025 : 210, September 2025 : 170"
related_keywords,duette shades,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 210, April 2025 : 320, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,venetian blinds near me,83,,"October 2024 : 390, November 2024 : 210, December 2024 : 170, January 2025 : 210, February 2025 : 210, March 2025 : 260, April 2025 : 320, May 2025 : 260, June 2025 : 170, July 2025 : 260, August 2025 : 170, September 2025 : 260"
related_keywords,black venetian blinds,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 260, January 2025 : 320, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,commercial blinds for office,99,,"October 2024 : 320, November 2024 : 590, December 2024 : 170, January 2025 : 480, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 170, June 2025 : 90, July 2025 : 70, August 2025 : 170, September 2025 : 40"
related_keywords,affordable blinds and shutters,97,,"October 2024 : 320, November 2024 : 210, December 2024 : 170, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 210, May 2025 : 170, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,discount window blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 210, March 2025 : 320, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 210, August 2025 : 170, September 2025 : 170"
related_keywords,electric blinds near me,74,,"October 2024 : 210, November 2024 : 720, December 2024 : 170, January 2025 : 1000, February 2025 : 90, March 2025 : 140, April 2025 : 110, May 2025 : 170, June 2025 : 140, July 2025 : 170, August 2025 : 110, September 2025 : 110"
related_keywords,pleated blinds for windows,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 320, January 2025 : 320, February 2025 : 320, March 2025 : 140, April 2025 : 90, May 2025 : 210, June 2025 : 320, July 2025 : 390, August 2025 : 320, September 2025 : 320"
related_keywords,budget blinds com,98,,"October 2024 : 320, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 320, August 2025 : 320, September 2025 : 260"
related_keywords,custom blinds and shades,67,,"October 2024 : 210, November 2024 : 210, December 2024 : 210, January 2025 : 140, February 2025 : 140, March 2025 : 210, April 2025 : 210, May 2025 : 170, June 2025 : 210, July 2025 : 320, August 2025 : 390, September 2025 : 390"
related_keywords,blackout venetian blinds,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 260, January 2025 : 320, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,blinds for kitchen window over sink,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 260, January 2025 : 390, February 2025 : 320, March 2025 : 320, April 2025 : 210, May 2025 : 320, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,kirsch window treatments,100,,"October 2024 : 390, November 2024 : 260, December 2024 : 170, January 2025 : 260, February 2025 : 320, March 2025 : 320, April 2025 : 320, May 2025 : 210, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 170"
related_keywords,top down bottom up wood blinds,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 210, January 2025 : 320, February 2025 : 210, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 260, July 2025 : 210, August 2025 : 210, September 2025 : 260"
related_keywords,best place to get blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 320, January 2025 : 210, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 210, September 2025 : 170"
related_keywords,bali window treatments,37,,"October 2024 : 210, November 2024 : 210, December 2024 : 90, January 2025 : 210, February 2025 : 210, March 2025 : 210, April 2025 : 210, May 2025 : 210, June 2025 : 170, July 2025 : 390, August 2025 : 390, September 2025 : 720"
related_keywords,electric vertical blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 260, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 720, September 2025 : 210"
related_keywords,best blinds for large windows,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 140, January 2025 : 390, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,best top down bottom up shades,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 320, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,window blind installation near me,71,,"October 2024 : 140, November 2024 : 140, December 2024 : 210, January 2025 : 210, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 320, August 2025 : 210, September 2025 : 320"
related_keywords,blinds showroom near me,74,,"October 2024 : 210, November 2024 : 210, December 2024 : 140, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 210, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 260, September 2025 : 320"
related_keywords,best plantation shutters,86,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 260, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,white wooden blinds for windows,100,,"October 2024 : 210, November 2024 : 210, December 2024 : 210, January 2025 : 390, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 170, August 2025 : 260, September 2025 : 260"
related_keywords,the shades store,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 140, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 320, June 2025 : 390, July 2025 : 320, August 2025 : 260, September 2025 : 320"
related_keywords,lutron window shades,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 260, January 2025 : 320, February 2025 : 320, March 2025 : 260, April 2025 : 320, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,privacy blinds for windows,59,,"October 2024 : 110, November 2024 : 170, December 2024 : 70, January 2025 : 480, February 2025 : 320, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 260, July 2025 : 260, August 2025 : 140, September 2025 : 210"
related_keywords,bali shutters,99,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 590, February 2025 : 320, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 320, August 2025 : 210, September 2025 : 210"
related_keywords,motorized vertical blinds for sliding glass doors,100,,"October 2024 : 210, November 2024 : 140, December 2024 : 170, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 210, July 2025 : 260, August 2025 : 320, September 2025 : 390"
related_keywords,somfy motorized blinds,84,,"October 2024 : 210, November 2024 : 260, December 2024 : 320, January 2025 : 390, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 390, July 2025 : 210, August 2025 : 210, September 2025 : 210"
related_keywords,budget blinds roller shades,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 170, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 260, July 2025 : 260, August 2025 : 390, September 2025 : 170"
related_keywords,nursery blinds,100,,"October 2024 : 210, November 2024 : 210, December 2024 : 210, January 2025 : 320, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 210, August 2025 : 210, September 2025 : 210"
related_keywords,fabric roman blinds,99,,"October 2024 : 170, November 2024 : 170, December 2024 : 170, January 2025 : 210, February 2025 : 170, March 2025 : 260, April 2025 : 210, May 2025 : 260, June 2025 : 260, July 2025 : 320, August 2025 : 320, September 2025 : 210"
related_keywords,natural wood blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 210, May 2025 : 210, June 2025 : 170, July 2025 : 260, August 2025 : 260, September 2025 : 390"
related_keywords,restring blinds near me,80,,"October 2024 : 320, November 2024 : 210, December 2024 : 170, January 2025 : 170, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 320, July 2025 : 210, August 2025 : 210, September 2025 : 210"
related_keywords,levolor natural shades,100,,"October 2024 : 210, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 210, May 2025 : 170, June 2025 : 210, July 2025 : 720, August 2025 : 320, September 2025 : 260"
related_keywords,natural window shades,100,,"October 2024 : 210, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 210, March 2025 : 210, April 2025 : 210, May 2025 : 260, June 2025 : 210, July 2025 : 210, August 2025 : 390, September 2025 : 320"
related_keywords,hunter douglas woven wood shades,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 210, January 2025 : 320, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,best blinds for living room,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 320, January 2025 : 390, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 210, August 2025 : 170, September 2025 : 140"
related_keywords,best blinds for kitchen windows,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 260, January 2025 : 390, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 210"
related_keywords,cheapest place to buy blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 210, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,roll down blackout shades,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 260, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 320, July 2025 : 320, August 2025 : 320, September 2025 : 210"
related_keywords,jcpenney shades,100,,"October 2024 : 320, November 2024 : 480, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,drapes and curtains near me,77,,"October 2024 : 210, November 2024 : 260, December 2024 : 170, January 2025 : 320, February 2025 : 210, March 2025 : 260, April 2025 : 170, May 2025 : 260, June 2025 : 210, July 2025 : 170, August 2025 : 260, September 2025 : 260"
related_keywords,94 inch wide blinds,100,,"October 2024 : 210, November 2024 : 260, December 2024 : 210, January 2025 : 210, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 260, July 2025 : 210, August 2025 : 210, September 2025 : 210"
related_keywords,window shutters price,100,,"October 2024 : 320, November 2024 : 210, December 2024 : 210, January 2025 : 720, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 320, June 2025 : 210, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,heat reflective blinds,100,,"October 2024 : 170, November 2024 : 70, December 2024 : 170, January 2025 : 260, February 2025 : 110, March 2025 : 170, April 2025 : 260, May 2025 : 390, June 2025 : 590, July 2025 : 480, August 2025 : 210, September 2025 : 140"
related_keywords,achim blinds,100,,"October 2024 : 480, November 2024 : 320, December 2024 : 260, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 210, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,levolor shutters,99,,"October 2024 : 260, November 2024 : 260, December 2024 : 260, January 2025 : 320, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 210, August 2025 : 210, September 2025 : 390"
related_keywords,reverse blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 320, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,wooden blinds for bay windows,100,,"October 2024 : 170, November 2024 : 210, December 2024 : 140, January 2025 : 210, February 2025 : 210, March 2025 : 260, April 2025 : 210, May 2025 : 210, June 2025 : 210, July 2025 : 320, August 2025 : 480, September 2025 : 390"
related_keywords,108 curtain panels,100,,"October 2024 : 210, November 2024 : 210, December 2024 : 260, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 210, August 2025 : 210, September 2025 : 260"
related_keywords,2 window blinds,98,,"October 2024 : 260, November 2024 : 320, December 2024 : 320, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 260"
related_keywords,pirouette shades,100,,"October 2024 : 210, November 2024 : 260, December 2024 : 260, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 210, July 2025 : 210, August 2025 : 210, September 2025 : 260"
related_keywords,1 mini blinds,100,,"October 2024 : 320, November 2024 : 390, December 2024 : 210, January 2025 : 260, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,plastic vertical blinds,100,,"October 2024 : 320, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 260, June 2025 : 260, July 2025 : 390, August 2025 : 260, September 2025 : 260"
related_keywords,vinyl blackout roller shades,100,,"October 2024 : 210, November 2024 : 210, December 2024 : 210, January 2025 : 260, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 390, July 2025 : 390, August 2025 : 390, September 2025 : 260"
related_keywords,blinds for high windows,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 260, June 2025 : 390, July 2025 : 320, August 2025 : 260, September 2025 : 260"
related_keywords,navy blue blinds,100,,"October 2024 : 320, November 2024 : 390, December 2024 : 260, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 210, May 2025 : 260, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 260"
related_keywords,farmhouse roman shades,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,lutron shades cost,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 260, August 2025 : 260, September 2025 : 170"
related_keywords,hampton bay blinds,99,,"October 2024 : 210, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 320, May 2025 : 320, June 2025 : 320, July 2025 : 320, August 2025 : 320, September 2025 : 260"
related_keywords,hunter douglas banded shades,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 210, February 2025 : 320, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 480, July 2025 : 210, August 2025 : 260, September 2025 : 210"
related_keywords,latest blinds for windows,100,,"October 2024 : 390, November 2024 : 140, December 2024 : 170, January 2025 : 260, February 2025 : 260, March 2025 : 210, April 2025 : 260, May 2025 : 590, June 2025 : 210, July 2025 : 210, August 2025 : 170, September 2025 : 140"
related_keywords,tab top curtain panels,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 260, January 2025 : 390, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 260, August 2025 : 260, September 2025 : 170"
related_keywords,vinyl mini blinds cordless,100,,"October 2024 : 390, November 2024 : 210, December 2024 : 170, January 2025 : 260, February 2025 : 210, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 320, August 2025 : 210, September 2025 : 170"
related_keywords,roll up blackout shades,100,,"October 2024 : 260, November 2024 : 170, December 2024 : 210, January 2025 : 260, February 2025 : 210, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 320, July 2025 : 320, August 2025 : 260, September 2025 : 260"
related_keywords,blind curtains for windows,100,,"October 2024 : 320, November 2024 : 170, December 2024 : 140, January 2025 : 170, February 2025 : 210, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 260, July 2025 : 210, August 2025 : 320, September 2025 : 210"
related_keywords,moisture resistant blinds,12,,"October 2024 : 50, November 2024 : 50, December 2024 : 30, January 2025 : 70, February 2025 : 70, March 2025 : 70, April 2025 : 170, May 2025 : 140, June 2025 : 110, July 2025 : 170, August 2025 : 880, September 2025 : 1000"
related_keywords,horizontal shades,80,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 210, February 2025 : 210, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 320"
related_keywords,screen blinds,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 210, January 2025 : 260, February 2025 : 320, March 2025 : 320, April 2025 : 320, May 2025 : 320, June 2025 : 320, July 2025 : 320, August 2025 : 320, September 2025 : 260"
related_keywords,solar screen shades,96,,"October 2024 : 210, November 2024 : 140, December 2024 : 90, January 2025 : 140, February 2025 : 210, March 2025 : 260, April 2025 : 320, May 2025 : 320, June 2025 : 260, July 2025 : 320, August 2025 : 260, September 2025 : 260"
related_keywords,vinyl mini blinds with cords,100,,"October 2024 : 390, November 2024 : 390, December 2024 : 260, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 320, June 2025 : 260, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,popular window treatments,100,,"October 2024 : 260, November 2024 : 210, December 2024 : 170, January 2025 : 390, February 2025 : 320, March 2025 : 210, April 2025 : 210, May 2025 : 260, June 2025 : 170, July 2025 : 260, August 2025 : 260, September 2025 : 320"
related_keywords,french door blind,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 260, January 2025 : 320, February 2025 : 210, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 260, July 2025 : 260, August 2025 : 320, September 2025 : 260"
related_keywords,58 inch blinds,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 390, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,navy sheer curtains,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 260, January 2025 : 390, February 2025 : 210, March 2025 : 320, April 2025 : 210, May 2025 : 210, June 2025 : 260, July 2025 : 210, August 2025 : 260, September 2025 : 210"
related_keywords,60 inch blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 170"
related_keywords,tab top sheer curtains,100,,"October 2024 : 320, November 2024 : 320, December 2024 : 260, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 210, May 2025 : 210, June 2025 : 210, July 2025 : 170, August 2025 : 320, September 2025 : 210"
related_keywords,colored mini blinds,100,,"October 2024 : 320, November 2024 : 260, December 2024 : 170, January 2025 : 260, February 2025 : 170, March 2025 : 260, April 2025 : 210, May 2025 : 210, June 2025 : 260, July 2025 : 210, August 2025 : 210, September 2025 : 210"
related_keywords,71 inch blinds,100,,"October 2024 : 320, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 210, March 2025 : 320, April 2025 : 210, May 2025 : 260, June 2025 : 260, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,white roman blind,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 260, February 2025 : 260, March 2025 : 260, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 320, August 2025 : 260, September 2025 : 210"
related_keywords,double curtains with sheer,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 210, January 2025 : 320, February 2025 : 210, March 2025 : 320, April 2025 : 320, May 2025 : 210, June 2025 : 210, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,42 inch blinds,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 210, February 2025 : 170, March 2025 : 260, April 2025 : 260, May 2025 : 210, June 2025 : 260, July 2025 : 210, August 2025 : 260, September 2025 : 210"
related_keywords,big lots blinds,100,,"October 2024 : 480, November 2024 : 480, December 2024 : 390, January 2025 : 320, February 2025 : 210, March 2025 : 170, April 2025 : 170, May 2025 : 110, June 2025 : 170, July 2025 : 110, August 2025 : 110, September 2025 : 110"
related_keywords,types of window shutters,76,,"October 2024 : 320, November 2024 : 210, December 2024 : 210, January 2025 : 320, February 2025 : 320, March 2025 : 320, April 2025 : 260, May 2025 : 320, June 2025 : 210, July 2025 : 210, August 2025 : 210, September 2025 : 320"
related_keywords,38 inch blinds,100,,"October 2024 : 320, November 2024 : 390, December 2024 : 260, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 210"
related_keywords,venetian shades,99,,"October 2024 : 260, November 2024 : 210, December 2024 : 210, January 2025 : 210, February 2025 : 210, March 2025 : 210, April 2025 : 210, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,47 inch blinds,100,,"October 2024 : 320, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 170, March 2025 : 320, April 2025 : 210, May 2025 : 210, June 2025 : 210, July 2025 : 210, August 2025 : 260, September 2025 : 170"
related_keywords,j geiger shades,40,,"October 2024 : 320, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 320, May 2025 : 260, June 2025 : 320, July 2025 : 260, August 2025 : 260, September 2025 : 260"
related_keywords,porch blinds outdoor,100,,"October 2024 : 320, November 2024 : 10, December 2024 : 30, January 2025 : 30, February 2025 : 90, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 170, July 2025 : 110, August 2025 : 70, September 2025 : 90"
related_keywords,25 inch blinds,100,,"October 2024 : 260, November 2024 : 320, December 2024 : 260, January 2025 : 260, February 2025 : 170, March 2025 : 210, April 2025 : 210, May 2025 : 260, June 2025 : 210, July 2025 : 260, August 2025 : 210, September 2025 : 210"
related_keywords,roman blind fabric,99,,"October 2024 : 170, November 2024 : 170, December 2024 : 170, January 2025 : 210, February 2025 : 170, March 2025 : 260, April 2025 : 210, May 2025 : 260, June 2025 : 260, July 2025 : 320, August 2025 : 320, September 2025 : 210"
related_keywords,thermal sheer curtains,100,,"October 2024 : 260, November 2024 : 390, December 2024 : 390, January 2025 : 390, February 2025 : 210, March 2025 : 140, April 2025 : 140, May 2025 : 170, June 2025 : 320, July 2025 : 260, August 2025 : 210, September 2025 : 260"
related_keywords,lavender sheer curtains,100,,"October 2024 : 260, November 2024 : 260, December 2024 : 210, January 2025 : 320, February 2025 : 260, March 2025 : 320, April 2025 : 260, May 2025 : 260, June 2025 : 260, July 2025 : 210, August 2025 : 320, September 2025 : 210"
